name;country_un_registery;users;purposes;orbit_class;perigee_km;apogee_km;inclination_deg;period_minutes;launch_mass_kg;launch_date;expected_lifetime_yrs;launch_site;launch_vehicle;operator;operatory_country
Beesat-5;;Civil;Technology Demonstration;LEO;535;558;97.6;95.5;1;22.03.2021;;Baikonur Cosmodrome;Soyuz-2.1a;Technical University Berlin;Germany
Beesat-6;;Civil;Technology Demonstration;LEO;535;562;97.6;95.5;1;22.03.2021;;Baikonur Cosmodrome;Soyuz-2.1a;Technical University Berlin;Germany
Beesat-7;;Civil;Technology Demonstration;LEO;535;562;97.6;95.5;1;22.03.2021;;Baikonur Cosmodrome;Soyuz-2.1a;Technical University Berlin;Germany
Beesat-8;;Civil;Technology Demonstration;LEO;535;556;97.6;95.5;1;22.03.2021;;Baikonur Cosmodrome;Soyuz-2.1a;Technical University Berlin;Germany
Beesat-9;Germany;Civil;Technology Development;LEO;514;546;97.5;95.2;1;05.07.2019;;Vostochny Cosmodrome;Soyuz-2.1b;Technical University Berlin;Germany
Beidou 2-12;China;Military/Government;Navigation/Global Positioning;MEO;21460;21595;55.16;773.19;2200;28.04.2012;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou 2-13;China;Military/Government;Navigation/Global Positioning;MEO;21452;21603;55.1;773.21;2200;28.04.2012;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou 2-15;China;Military/Government;Navigation/Global Positioning;MEO;21477;21574;55;773.1;3800;18.09.2012;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou 2-16;China;Military/Government;Navigation/Global Positioning;GEO;35775;35799;1.84;1436.11;3800;25.10.2012;8;Xichang Satellite Launch Center;Long March 3C;Chinese Ministry of National Defense;China
Beidou 2-17;China;Military/Government;Navigation/Global Positioning;GEO;35676;35890;54.97;1435.92;4200;30.03.2016;8;Xichang Satellite Launch Center;Long March 3A;Chinese Ministry of National Defense;China
Beidou 2-18;China;Military/Government;Navigation/Global Positioning;GEO;35776;35794;1.84;1436.1;3800;12.06.2016;8;Xichang Satellite Launch Center;Long March 3C;Chinese Ministry of National Defense;China
Beidou 3I-1S;China;Military/Government;Navigation/Global Positioning;GEO;35796;36781;54.9;1461.81;4200;30.03.2015;8;Xichang Satellite Launch Center;Long March 3C;Chinese Ministry of National Defense;China
Beidou 3I-2S;;Military/Government;Navigation/Global Positioning;GEO;35606;35953;55;1435.73;4200;29.09.2015;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou 3-M1;China;Military/Government;Navigation/Global Positioning;MEO;21506;21549;55;773.2;800;05.11.2017;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou 3-23;China;Military/Government;Navigation/Global Positioning;MEO;21509;21561;55;773.2;800;22.09.2019;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou 3-24;China;Military/Government;Navigation/Global Positioning;MEO;21515;21554;55;773.2;800;22.09.2019;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou 3-25;China;Military/Government;Navigation/Global Positioning;MEO;21541;22549;55;773.2;800;05.11.2017;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou 3M-1S;;Military/Government;Navigation/Global Positioning;MEO;21520;21549;55;773.2;800;25.07.2015;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou 3M-2S;;Military/Government;Navigation/Global Positioning;MEO;21521;21550;55;773.3;800;25.07.2015;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 26;China;Military/Government;Navigation/Global Positioning;MEO;21514;21541;55;773.2;800;11.01.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 27;China;Military/Government;Navigation/Global Positioning;MEO;21516;21539;55;773.2;800;11.01.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 28;China;Military/Government;Navigation/Global Positioning;MEO;21508;21547;55;773.2;800;12.02.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 29;China;Military/Government;Navigation/Global Positioning;MEO;21504;21551;55;773.2;800;12.02.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 30;China;Military/Government;Navigation/Global Positioning;MEO;21521;21533;55;773.2;800;29.03.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 31;China;Military/Government;Navigation/Global Positioning;MEO;21542;22191;55;773.2;800;29.03.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 32;China;Military/Government;Navigation/Global Positioning;GEO;35691;35876;55;1436.1;800;09.07.2018;8;Xichang Satellite Launch Center;Long March 3A;Chinese Ministry of National Defense;China
Beidou DW 33;China;Military/Government;Navigation/Global Positioning;MEO;21509;21545;55;773.2;800;29.07.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 34;China;Military/Government;Navigation/Global Positioning;MEO;21516;21538;55;773.2;800;29.07.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 35;China;Military/Government;Navigation/Global Positioning;MEO;21514;21540;55;773.2;800;24.08.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 36;China;Military/Government;Navigation/Global Positioning;MEO;21518;21537;55;773.2;800;24.08.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 37;China;Military/Government;Navigation/Global Positioning;MEO;21533;22193;55;787.1;800;19.09.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 38;China;Military/Government;Navigation/Global Positioning;MEO;21513;21541;55;773.1;800;19.09.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 39;China;Military/Government;Navigation/Global Positioning;MEO;21541;22195;55;787.4;800;15.10.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 40;China;Military/Government;Navigation/Global Positioning;MEO;21537;22195;55;787.4;800;15.10.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 41;China;Military/Government;Navigation/Global Positioning;GEO;35776;35795;3;1436.06;800;01.11.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 42;China;Military/Government;Navigation/Global Positioning;MEO;21523;22194;55;787.1;800;18.11.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 43;China;Military/Government;Navigation/Global Positioning;MEO;21531;22194;55;787.1;800;18.11.2018;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 44;China;Military/Government;Navigation/Global Positioning;GEO;35711;35847;55;1435.7;800;20.04.2019;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 45;China;Military/Government;Navigation/Global Positioning;GEO;35773;35799;1.81;1436.06;800;17.05.2019;8;Xichang Satellite Launch Center;Long March 3C;Chinese Ministry of National Defense;China
Beidou DW 46;China;Military/Government;Navigation/Global Positioning;GEO;35739;35838;55.05;1436.2;800;24.06.2019;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou 3 IGSO-3;China;Military/Government;Navigation/Global Positioning;GEO;35681;35896;58.2;1436.2;4200;05.11.2019;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 50;China;Military/Government;Navigation/Global Positioning;MEO;21542;22194;54.9;787.4;800;23.11.2019;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 51;China;Military/Government;Navigation/Global Positioning;MEO;21537;22192;54.9;787.2;800;23.11.2019;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 52;China;Military/Government;Navigation/Global Positioning;MEO;21369;21561;55.02;770.6;800;16.12.2019;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 53;China;Military/Government;Navigation/Global Positioning;MEO;21530;22108;55.02;785.35;800;16.12.2019;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou DW 55;China;Military/Government;Navigation/Global Positioning;GEO;35764;35809;3.09;1436.1;800;23.06.2020;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou G3;China;Military/Government;Navigation/Global Positioning;GEO;35776;35797;3.08;1436.08;2200;09.03.2020;8;Xichang Satellite Launch Center;Long March 3B;Chinese Ministry of National Defense;China
Beidou G4;China;Military/Government;Navigation/Global Positioning;GEO;35764;35809;1.43;1436.1;6000;31.10.2010;8;Xichang Satellite Launch Center;Long March 3C;Chinese Ministry of National Defense;China
Beidou G5;China;Military/Government;Navigation/Global Positioning;GEO;35776;35799;1.87;1436.15;2300;24.02.2012;8;Xichang Satellite Launch Center;Long March 3A;Chinese Ministry of National Defense;China
Beidou IGSO-1;China;Military/Government;Navigation/Global Positioning;GEO;35670;35893;55.09;1435.82;4200;31.07.2010;8;Xichang Satellite Launch Center;Long March 3A;Chinese Ministry of National Defense;China
Beidou IGSO-2;China;Military/Government;Navigation/Global Positioning;GEO;35717;35817;55.23;1436.12;4200;17.12.2010;8;Xichang Satellite Launch Center;Long March 3A;Chinese Ministry of National Defense;China
Beidou IGSO-3;China;Military/Government;Navigation/Global Positioning;GEO;35693;37872;96.4;1435.93;4200;09.04.2011;;Xichang Satellite Launch Center;Long March 3A;Chinese Ministry of National Defense;China
Beidou IGSO-4;China;Military/Government;Navigation/Global Positioning;GEO;35708;35879;55.2;1435.1;4200;26.07.2011;8;Xichang Satellite Launch Center;Long March 3A;Chinese Ministry of National Defense;China
Beidou IGSO-5;China;Military/Government;Navigation/Global Positioning;GEO;35708;35864;55.16;1436.08;4200;01.12.2011;8;Xichang Satellite Launch Center;Long March 3A;Chinese Ministry of National Defense;China
Beijing-3;;Commercial;Earth Observation;LEO;487;502;97.5;94.7;;11.06.2021;;Taiyuan Launch Center;Long March 2D;21st Century Aerospace Technology (21AT);China 
BeijinGalaxy-1;China;Commercial;Earth Observation;LEO;681;703;97.9;98.6;166;27.10.2005;7;Plesetsk Cosmodrome;Kosmos 3M;Beijing Landview Mapping Information Technology Co. Ltd (BLMIT);China
Belintersat-1;Belarus;Government;Communications;GEO;35779;35792;0.46;1436.06;5223;15.01.2016;15;Xichang Satellite Launch Center;Long March 3B;Belintersat;Belarus
Bispectral InfraRed Detector 2 (Bird 2);Germany;Government/Civil;Earth Observation/Technology Development;LEO;500;521;97.9;94.8;92;22.10.2001;1.5;Satish Dhawan Space Centre;PSLV C3;Institute of Space Sensor Technology and Planetary Exploration;Germany
BIROS;Germany;Government;Earth Observation;LEO;500;517;97.5;94.7;130;22.06.2016;;Satish Dhawan Space Centre;PSLV XL;German Aerospace Center (DLR);Germany
BisonSat;;Civil;Earth Observation/Technology Development;LEO;497;801;64.78;97.7;1;08.10.2015;;Cape Canaveral;Atlas 5;Salish Kootenai College;USA
BKA 2;Belarus;Government;Earth Observation;LEO;503;507;97.5;94.7;400;22.07.2012;5;Baikonur Cosmodrome;Soyuz-Fregat;National Academy of Sciences;Belarus
BlackSky Global 1;;Commercial;Earth Observation;LEO;484;500;97.5;94.7;56;29.11.2018;;Satish Dhawan Space Centre;PSLV;BlackSky Global;USA
BlackSky Global 14;;Commercial;Earth Observation;LEO;428;439;42;93;55;18.11.2021;;Rocket Lab Launch Complex 1;Electron;BlackSky Global;USA
BlackSky Global 15;;Commercial;Earth Observation;LEO;426;438;42;93;55;18.11.2021;;Rocket Lab Launch Complex 1;Electron;BlackSky Global;USA
BlackSky Global 16;;Commercial;Earth Observation;LEO;430;439;42;93;55;09.12.2021;;Rocket Lab Launch Complex 1;Electron;BlackSky Global;USA
BlackSky Global 17;;Commercial;Earth Observation;LEO;433;440;42;93;55;09.12.2021;;Rocket Lab Launch Complex 1;Electron;BlackSky Global;USA
BlackSky Global 18;;Commercial;Earth Observation;LEO;428;440;53;95;55;02.04.2022;;Rocket Lab Launch Complex 1;Electron;BlackSky Global;USA
BlackSky Global 2;;Commercial;Earth Observation;LEO;577;591;97.7;96.3;55;03.12.2018;;Vandenberg AFB;Falcon 9;BlackSky Global;USA
BlackSky Global 20;;Commercial;Earth Observation;LEO;426;439;53;95;55;02.04.2022;;Rocket Lab Launch Complex 1;Electron;BlackSky Global;USA
BlackSky Global 3;;Commercial;Earth Observation;LEO;450;461;45.1;93.7;56;29.06.2019;;Rocket Lab Launch Complex 1;Electron;BlackSky Global;USA
BlackSky Global 4;USA;Commercial;Earth Observation;LEO;538;549;45.01;95.5;56;19.08.2019;;Rocket Lab Launch Complex 1;Electron;BlackSky Global;USA
BlackSky Global 7;;Commercial;Earth Observation;LEO;400;410;45.01;95.5;56;07.08.2020;;Cape Canaveral;Falcon 9;BlackSky Global;USA
BlackSky Global 8;;Commercial;Earth Observation;LEO;400;410;45.01;95.5;56;07.08.2020;;Cape Canaveral;Falcon 9;BlackSky Global;USA
BlackSky Global 9;;Commercial;Earth Observation;LEO;448;460;45;93.7;56;22.03.2021;;Rocket Lab Launch Complex 1;Electron;BlackSky Global;USA
BlackSky Pathfinder 1;USA;Commercial;Earth Observation;LEO;661;701;98.2;98.3;44;26.09.2016;3;Satish Dhawan Space Centre;PSLV;BlackSky Global;USA
Cosmos 2520;Russia;Military/Commercial;Communications;GEO;35781;35803;0;1436;3000;16.08.2017;15;Baikonur Cosmodrome;Proton;Ministry of Defense;Russia
Cosmos 2526;Russia;Military/Commercial;Communications;GEO;35779;35794;0;1436.09;3000;18.04.2018;15;Baikonur Cosmodrome;Proton;Ministry of Defense;Russia
Cosmos 2533;Russia;Military/Commercial;Communications;GEO;35780;35792;0;1436.08;3000;20.12.2018;15;Baikonur Cosmodrome;Proton;Ministry of Defense;Russia
Cosmos 2539;Russia;Military/Commercial;Communications;GEO;35599;35829;0;1436;3000;05.08.2019;15;Baikonur Cosmodrome;Proton;Ministry of Defense;Russia
Bluewalker 1;Lithuania;Commercial;Technology Development;LEO;435;519;97.5;94.1;10;01.04.2019;;Satish Dhawan Space Centre;PSLV;NanoAvionics;Lithuania
Bluewalker 3;USA;Commercial;Communications;LEO;502;518;53;95.4;1500;11.09.2022;;Cape Canaveral;Falcon 9;AST SpaceMobile;USA
Brazilsat B-4;Brazil;Commercial;Communications;GEO;35772;35800;0.07;1436.09;2495;17.08.2000;12;Guiana Space Center;Ariane 44LP;Embratel Star One;Brazil
Brik-II;;Government;Earth Observation;LEO;495;521;60.7;94.5;10;30.06.2021;;Virgin Orbit;LauncherOne;Ministry of Defense;Netherlands
BRIO;;Commercial;Technology Development;LEO;574;591;97.7;96.3;4;03.12.2018;;Vandenberg AFB;Falcon 9;SpaceQuest, Ltd.;USA
BRISat;Indonesia;Commercial;Communications;GEO;35702;35876;0.07;1436.2;3540;19.06.2016;15;Guiana Space Center;Ariane 5 ECA;Bank Rakyat Indonesia (BRI);Indonesia
BRITE-CA-1;;Civil;Space Science;LEO;613;739;97.97;98.27;10;19.06.2014;;Dombarovsky Air Base;Dnepr;University of Toronto, Institute for Aerospace Studies;Canada
BRITE-PL-2;;Government;Space Science;LEO;610;633;98.02;97.1;10;19.08.2014;2;Taiyuan Launch Center;Long March 2B;BRITE Consortium;Multinational
BRO-1;China;Commercial;Earth Observation;LEO;536;550;45.01;95.5;8;19.08.2019;;Rocket Lab Launch Complex 1;Electron;UnseenLabs;France
BRO-4;;Commercial;Earth Observation;LEO;520;563;97.6;95.5;8;17.08.2021;;Guiana Space Center;Vega;UnseenLabs;France
BRO-7;;Commercial;Earth Observation;LEO;497;509;97.4;95.4;10;01.04.2022;;Cape Canaveral;Falcon 9;UnseenLabs;France
BSAT-3A;Japan;Commercial;Communications;GEO;35778;35794;0.03;1436.1;1980;14.08.2007;13;Guiana Space Center;Ariane 5 ECA;Broadcasting Satellite System Corp.;Japan
BSAT-3B;Japan;Commercial;Communications;GEO;33066;35725;0.07;1365.61;2060;28.10.2010;15;Guiana Space Center;Ariane 5 ECA;Broadcasting Satellite System Corp.;Japan
BSAT-3C/JCSat 110-R;Japan;Commercial;Communications;GEO;35784;35787;0.05;1436.04;2910;06.08.2011;15;Guiana Space Center;Ariane 5 ECA;Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation;Japan
BSAT-4A;Japan;Commercial;Communications;GEO;35719;35725;0.02;1432.7;3520;29.09.2017;15;Guiana Space Center;Ariane 5;Broadcasting Satellite System Corp.;Japan
BSAT-4B;Japan;Commercial;Communications;GEO;35789;35798;0.01;1436.1;3520;15.08.2020;15;Guiana Space Center;Ariane 5;Broadcasting Satellite System Corp.;Japan
Buccaneer RMM;Australia;Military/Civil;Technology Development;LEO;459;819;97.6;97.4;4;18.11.2017;5;Vandenberg AFB;Delta 2;Defence Science and Technology Group/University of New South Wales;Australia
Bufeng-1A;;Government;Earth Observation;LEO;555;575;45;96;;05.06.2019;;Yellow Sea Launch Platform;Long March 11;China Academy of Space Technology (CAST);China
Bufeng-1B;;Government;Earth Observation;LEO;554;576;45;96;;05.06.2019;;Yellow Sea Launch Platform;Long March 11;China Academy of Space Technology (CAST);China
Bugsat-1;;Commercial;Technology Development;LEO;570;617;97.99;96.55;25;19.06.2014;;Dombarovsky Air Base;Dnepr;Satellogic S.A.;Argentina
BulgariaSat-1;;Commercial;Communications;GEO;35774;35797;0;1436;3669;23.06.2017;15;Cape Canaveral;Falcon 9;Bulsatcom;Bulgaria
CACTUS-1;;Government/Civil;Technology Development;LEO;493;514;60.7;94.7;4;17.01.2021;;FANTM-RAiL [Xtenti];LauncherOne;Capital Technology University;USA
Calipso;France;Government;Earth Science;LEO;702;703;98.2;98.8;587;28.04.2006;3;Vandenberg AFB;Delta 2;Centre National d'Etudes Spatiales (CNES)/NASA;France
CanX-2;Canada;Government/Civil;Technology Development;LEO;609;629;97.8;97.1;7;28.04.2008;;Satish Dhawan Space Centre;PSLV C9;University of Toronto, Institute for Aerospace Studies;Canada
CanX-4;;Government/Civil;Technology Development;LEO;642;659;97.74;98.26;15;30.06.2014;;Satish Dhawan Space Centre;PSLV-CA;University of Toronto, Institute for Aerospace Studies;Canada
CanX-5;;Government/Civil;Technology Development;LEO;643;656;98.26;97.72;15;30.06.2014;;Satish Dhawan Space Centre;PSLV-CA;University of Toronto, Institute for Aerospace Studies;Canada
CanX-7;Canada;Government/Civil;Technology Development;LEO;661;701;98.2;98.3;15;26.09.2016;;Satish Dhawan Space Centre;PSLV;University of Toronto, Institute for Aerospace Studies;Canada
CAPE-3;USA;Civil;Technology Development;LEO;493;517;60.68;94.7;1;17.01.2021;;FANTM-RAiL [Xtenti];LauncherOne;University of Louisiana at Lafayette;USA
Capella-1;;Commercial;Earth Observation;LEO;573;591;97.7;96.3;37;03.12.2018;;Vandenberg AFB;Falcon 9;Capella Space;USA
Capella-2;USA;Commercial;Earth Observation;LEO;535;550;45;95.4;107;31.08.2020;;Rocket Lab Launch Complex 1;Electron;Capella Space;USA
Capella-3;USA;Commercial;Earth Observation;LEO;514;534;97.5;95.1;107;24.01.2021;;Cape Canaveral;Falcon 9;Capella Space;USA
Capella-4;USA;Commercial;Earth Observation;LEO;514;534;97.5;95.1;107;24.01.2021;;Cape Canaveral;Falcon 9;Capella Space;USA
Capella-5;USA;Commercial;Earth Observation;LEO;521;536;97.5;95.1;107;30.06.2021;;Cape Canaveral;Falcon 9;Capella Space;USA
Capella-6;;Commercial;Earth Observation;LEO;566;587;53;95.6;100;06.05.2021;;Cape Canaveral;Falcon 9;Capella Space;USA
Capella-7;;Commercial;Earth Observation;LEO;520;535;97.5;94.7;112;13.01.2022;;Cape Canaveral;Falcon 9;Capella Space;USA
Capella-8;;Commercial;Earth Observation;LEO;521;535;97.5;95.7;112;13.01.2022;;Cape Canaveral;Falcon 9;Capella Space;USA
CartoSat 1;India;Government;Earth Observation;LEO;618;619;97.9;97.1;1560;05.05.2005;6;Satish Dhawan Space Centre;PSLV C6;Indian Space Research Organization (ISRO);India
CartoSat 2;India;Government;Earth Observation;LEO;632;635;97;97.4;680;10.01.2007;5;Satish Dhawan Space Centre;PSLV C7;Indian Space Research Organization (ISRO);India
CartoSat 2A;India;Military;Earth Observation;LEO;624;643;97.9;97.4;680;28.04.2008;5;Satish Dhawan Space Centre;PSLV C9;Indian Space Research Organization (ISRO);India
CartoSat 2B;India;Government;Earth Observation;LEO;622;645;97.9;97.4;694;12.07.2010;5;Satish Dhawan Space Centre;PSLV;Indian Space Research Organization (ISRO);India
CartoSat 2C;India;Government;Earth Observation;LEO;501;519;97.5;94.8;727;22.06.2016;5;Satish Dhawan Space Centre;PSLV XL;Indian Space Research Organization (ISRO);India
CartoSat 2D;India;Government;Earth Observation;LEO;491;508;97.5;94.8;714;15.02.2017;5;Satish Dhawan Space Centre;PSLV XL;Indian Space Research Organization (ISRO);India
